Plan_mes,mes,nro_cliente,cambio_de_plan
96865,3,6249,0
96262,1,6250,0
96262,2,6250,0
96865,3,6250,1
96262,1,6251,0
96262,2,6251,0
96865,3,6251,1
96018,1,6252,0
96018,2,6252,0
96018,3,6252,0
95570,1,6253,0
96922,2,6253,1
96922,3,6253,0
96308,1,6254,0
97002,2,6254,1
97002,3,6254,0
96092,1,6255,0
96844,2,6255,1
96844,3,6255,0
96385,1,6256,0
96385,2,6256,0
96890,3,6256,1
96007,1,6257,0
96007,2,6257,0
96007,3,6257,0
96121,1,6258,0
96121,2,6258,0
96741,3,6258,1
96121,1,6259,0
96121,2,6259,0
96741,3,6259,1
96385,1,6260,0
96385,2,6260,0
96385,3,6260,0
95599,1,6261,0
95599,2,6261,0
95599,3,6261,0
95419,1,6262,0
95419,2,6262,0
96806,3,6262,1
95982,1,6263,0
95982,2,6263,0
95982,3,6263,0
95599,1,6264,0
95599,2,6264,0
95599,3,6264,0
96385,1,6265,0
96385,2,6265,0
96385,3,6265,0
95733,1,6266,0
96121,2,6266,1
96121,3,6266,0
96133,1,6267,0
96133,2,6267,0
96133,3,6267,0
96078,1,6268,0
96078,2,6268,0
96910,3,6268,1
96262,1,6269,0
96890,2,6269,1
96890,3,6269,0
96078,1,6270,0
96078,2,6270,0
96910,3,6270,1
96308,1,6271,0
96308,2,6271,0
96308,3,6271,0
95982,1,6272,0
95982,2,6272,0
95982,3,6272,0
96385,1,6273,0
96385,2,6273,0
96385,3,6273,0
96054,1,6274,0
96054,2,6274,0
96054,3,6274,0
93631,1,6275,0
93631,2,6275,0
93631,3,6275,0
96262,1,6276,0
96262,2,6276,0
96262,3,6276,0
96078,1,6277,0
96078,2,6277,0
96910,3,6277,1
96121,1,6278,0
96121,2,6278,0
96121,3,6278,0
96078,1,6279,0
96078,2,6279,0
96910,3,6279,1
96409,1,6280,0
96409,2,6280,0
96409,3,6280,0
96385,1,6281,0
96385,2,6281,0
96890,3,6281,1
96385,1,6282,0
96385,2,6282,0
96890,3,6282,1
95599,1,6283,0
95599,2,6283,0
95599,3,6283,0
96385,1,6284,0
96385,2,6284,0
96385,3,6284,0
96308,1,6285,0
96308,2,6285,0
97002,3,6285,1
96121,1,6286,0
96121,2,6286,0
96741,3,6286,1
96262,1,6287,0
96262,2,6287,0
96865,3,6287,1
96385,1,6288,0
96385,2,6288,0
96890,3,6288,1
96385,1,6289,0
96890,2,6289,1
96890,3,6289,0
96385,1,6290,0
96385,2,6290,0
96385,3,6290,0
96022,1,6291,0
96022,2,6291,0
96022,3,6291,0
96262,1,6292,0
96262,2,6292,0
96865,3,6292,1
96022,1,6293,0
96722,2,6293,1
96722,3,6293,0
96121,1,6294,0
96741,2,6294,1
96741,3,6294,0
95456,1,6295,0
95456,2,6295,0
96859,3,6295,1
94716,1,6296,0
97117,2,6296,1
97117,3,6296,0
96308,1,6297,0
96308,2,6297,0
97002,3,6297,1
96234,1,6298,0
96234,2,6298,0
96922,3,6298,1
93634,1,6299,0
96767,2,6299,1
96767,3,6299,0
95744,1,6300,0
95744,2,6300,0
96806,3,6300,1
96133,1,6301,0
96133,2,6301,0
96133,3,6301,0
96054,1,6302,0
96054,2,6302,0
96054,3,6302,0
96054,1,6303,0
96844,2,6303,1
96844,3,6303,0
96262,1,6304,0
96262,2,6304,0
96262,3,6304,0
94716,1,6305,0
96890,2,6305,1
96890,3,6305,0
95559,1,6306,0
95559,2,6306,0
95559,3,6306,0
96262,1,6307,0
96262,2,6307,0
96262,3,6307,0
95422,1,6308,0
96865,2,6308,1
96865,3,6308,0
96092,1,6309,0
96807,2,6309,1
96807,3,6309,0
96411,1,6310,0
96411,2,6310,0
96715,3,6310,1
94705,1,6311,0
96385,2,6311,1
96385,3,6311,0
96022,1,6312,0
96022,2,6312,0
96766,3,6312,1
95599,1,6313,0
95599,2,6313,0
95599,3,6313,0
94515,1,6314,0
94515,2,6314,0
94515,3,6314,0
95774,1,6315,0
95774,2,6315,0
97034,3,6315,1
96413,1,6316,0
96413,2,6316,0
96413,3,6316,0
94427,1,6317,0
97034,2,6317,1
97034,3,6317,0
96018,1,6318,0
96018,2,6318,0
97034,3,6318,1
95982,1,6319,0
97017,2,6319,1
96770,3,6319,1
96018,1,6320,0
96018,2,6320,0
96018,3,6320,0
96078,1,6321,0
96078,2,6321,0
96078,3,6321,0
96160,1,6322,0
96160,2,6322,0
96780,3,6322,1
95408,1,6323,0
95408,2,6323,0
95408,3,6323,0
96400,1,6324,0
96400,2,6324,0
96400,3,6324,0
96078,1,6325,0
96078,2,6325,0
96078,3,6325,0
96092,1,6326,0
96092,2,6326,0
96807,3,6326,1
94510,1,6327,0
96767,2,6327,1
96767,3,6327,0
95456,1,6328,0
96859,2,6328,1
96859,3,6328,0
95419,1,6329,0
95419,2,6329,0
96767,3,6329,1
96133,1,6330,0
96874,2,6330,1
96874,3,6330,0
96133,1,6331,0
96133,2,6331,0
96133,3,6331,0
95712,1,6332,0
95712,2,6332,0
95712,3,6332,0
96385,1,6333,0
96890,2,6333,1
96890,3,6333,0
96092,1,6334,0
96092,2,6334,0
96092,3,6334,0
93720,1,6335,0
96874,2,6335,1
96874,3,6335,0
95982,1,6336,0
97017,2,6336,1
97017,3,6336,0
94458,1,6337,0
94458,2,6337,0
94458,3,6337,0
96262,1,6338,0
96865,2,6338,1
96865,3,6338,0
95599,1,6339,0
95599,2,6339,0
95599,3,6339,0
96385,1,6340,0
96385,2,6340,0
96890,3,6340,1
96385,1,6341,0
96385,2,6341,0
96890,3,6341,1
95744,1,6342,0
95744,2,6342,0
95744,3,6342,0
93845,1,6343,0
96766,2,6343,1
96766,3,6343,0
96308,1,6344,0
96308,2,6344,0
97002,3,6344,1
96121,1,6345,0
96121,2,6345,0
96741,3,6345,1
95744,1,6346,0
95744,2,6346,0
95744,3,6346,0
95683,1,6347,0
96844,2,6347,1
96844,3,6347,0
95683,1,6348,0
95683,2,6348,0
96844,3,6348,1
95744,1,6349,0
95744,2,6349,0
96890,3,6349,1
96078,1,6350,0
96910,2,6350,1
96910,3,6350,0
95982,1,6351,0
95982,2,6351,0
97017,3,6351,1
96208,1,6352,0
96208,2,6352,0
96793,3,6352,1
96345,1,6353,0
96345,2,6353,0
96733,3,6353,1
95422,1,6354,0
96865,2,6354,1
96865,3,6354,0
95599,1,6355,0
95599,2,6355,0
95599,3,6355,0
96385,1,6356,0
96890,2,6356,1
96890,3,6356,0
96018,1,6357,0
96018,2,6357,0
96018,3,6357,0
94705,1,6358,0
97117,2,6358,1
97117,3,6358,0
96208,1,6359,0
96208,2,6359,0
96208,3,6359,0
96332,1,6360,0
96776,2,6360,1
96776,3,6360,0
95744,1,6361,0
95744,2,6361,0
95744,3,6361,0
96121,1,6362,0
96121,2,6362,0
96741,3,6362,1
95599,1,6363,0
95599,2,6363,0
95599,3,6363,0
96262,1,6364,0
96262,2,6364,0
96262,3,6364,0
96385,1,6365,0
96385,2,6365,0
96890,3,6365,1
96078,1,6366,0
96910,2,6366,1
96910,3,6366,0
94562,1,6367,0
96922,2,6367,1
96922,3,6367,0
96385,1,6368,0
96890,2,6368,1
96890,3,6368,0
96018,1,6369,0
96018,2,6369,0
97034,3,6369,1
96078,1,6370,0
96910,2,6370,1
96910,3,6370,0
96121,1,6371,0
96121,2,6371,0
96121,3,6371,0
96078,1,6372,0
96078,2,6372,0
96078,3,6372,0
96262,1,6373,0
96262,2,6373,0
96262,3,6373,0
95599,1,6374,0
95599,2,6374,0
95599,3,6374,0
96262,1,6375,0
96262,2,6375,0
96865,3,6375,1
96262,1,6376,0
96262,2,6376,0
96865,3,6376,1
96413,1,6377,0
96413,2,6377,0
96895,3,6377,1
96018,1,6378,0
96018,2,6378,0
96018,3,6378,0
96092,1,6379,0
96092,2,6379,0
96807,3,6379,1
96078,1,6380,0
96078,2,6380,0
96078,3,6380,0
96018,1,6381,0
96018,2,6381,0
97034,3,6381,1
96308,1,6382,0
96308,2,6382,0
96308,3,6382,0
96308,1,6383,0
96308,2,6383,0
97002,3,6383,1
96385,1,6384,0
96385,2,6384,0
96890,3,6384,1
96410,1,6385,0
96410,2,6385,0
97240,3,6385,1
96262,1,6386,0
96262,2,6386,0
96865,3,6386,1
95456,1,6387,0
95456,2,6387,0
95456,3,6387,0
96262,1,6388,0
96262,2,6388,0
96262,3,6388,0
96234,1,6389,0
96922,2,6389,1
96922,3,6389,0
96308,1,6390,0
96308,2,6390,0
97002,3,6390,1
96385,1,6391,0
96890,2,6391,1
96890,3,6391,0
96385,1,6392,0
96385,2,6392,0
96385,3,6392,0
96385,1,6393,0
96385,2,6393,0
96890,3,6393,1
96385,1,6394,0
96385,2,6394,0
96890,3,6394,1
96078,1,6395,0
96910,2,6395,1
96910,3,6395,0
94458,1,6396,0
96910,2,6396,1
96910,3,6396,0
96332,1,6397,0
96332,2,6397,0
96859,3,6397,1
96234,1,6398,0
96234,2,6398,0
96922,3,6398,1
96054,1,6399,0
96054,2,6399,0
96844,3,6399,1
96022,1,6400,0
96022,2,6400,0
96722,3,6400,1
96385,1,6401,0
96385,2,6401,0
96385,3,6401,0
96440,1,6402,0
96440,2,6402,0
96440,3,6402,0
96385,1,6403,0
96385,2,6403,0
96385,3,6403,0
96078,1,6404,0
96078,2,6404,0
96078,3,6404,0
96410,1,6405,0
97240,2,6405,1
97240,3,6405,0
96078,1,6406,0
96078,2,6406,0
96078,3,6406,0
95733,1,6407,0
95733,2,6407,0
95733,3,6407,0
96208,1,6408,0
96793,2,6408,1
96793,3,6408,0
95667,1,6409,0
95667,2,6409,0
95667,3,6409,0
96262,1,6410,0
96262,2,6410,0
96262,3,6410,0
96022,1,6411,0
96022,2,6411,0
96722,3,6411,1
94716,1,6412,0
96806,2,6412,1
96806,3,6412,0
96092,1,6413,0
96807,2,6413,1
96807,3,6413,0
96121,1,6414,0
97034,2,6414,1
97034,3,6414,0
96078,1,6415,0
96078,2,6415,0
96910,3,6415,1
96262,1,6416,0
96262,2,6416,0
96262,3,6416,0
95599,1,6417,0
95599,2,6417,0
96910,3,6417,1
96262,1,6418,0
96865,2,6418,1
96865,3,6418,0
96121,1,6419,0
96741,2,6419,1
96741,3,6419,0
96385,1,6420,0
96890,2,6420,1
96890,3,6420,0
96410,1,6421,0
97060,2,6421,1
97240,3,6421,1
95599,1,6422,0
95599,2,6422,0
95599,3,6422,0
96078,1,6423,0
96078,2,6423,0
96078,3,6423,0
96234,1,6424,0
96922,2,6424,1
96922,3,6424,0
94716,1,6425,0
96806,2,6425,1
96806,3,6425,0
96411,1,6426,0
96411,2,6426,0
96715,3,6426,1
94427,1,6427,0
96385,2,6427,1
96385,3,6427,0
95599,1,6428,0
96385,2,6428,1
96890,3,6428,1
96385,1,6429,0
96385,2,6429,0
96890,3,6429,1
96262,1,6430,0
96262,2,6430,0
96262,3,6430,0
96385,1,6431,0
96385,2,6431,0
96385,3,6431,0
96078,1,6432,0
96078,2,6432,0
96078,3,6432,0
96121,1,6433,0
96121,2,6433,0
96121,3,6433,0
96078,1,6434,0
96078,2,6434,0
96910,3,6434,1
95599,1,6435,0
95599,2,6435,0
95599,3,6435,0
96385,1,6436,0
96385,2,6436,0
96890,3,6436,1
96078,1,6437,0
96910,2,6437,1
96910,3,6437,0
96385,1,6438,0
96385,2,6438,0
96385,3,6438,0
96308,1,6439,0
96308,2,6439,0
97002,3,6439,1
96234,1,6440,0
96234,2,6440,0
96922,3,6440,1
94716,1,6441,0
96385,2,6441,1
96890,3,6441,1
96054,1,6442,0
96054,2,6442,0
96844,3,6442,1
96018,1,6443,0
97034,2,6443,1
97034,3,6443,0
96018,1,6444,0
97034,2,6444,1
97034,3,6444,0
95456,1,6445,0
96859,2,6445,1
96859,3,6445,0
96078,1,6446,0
96910,2,6446,1
96910,3,6446,0
96262,1,6447,0
96262,2,6447,0
96262,3,6447,0
96234,1,6448,0
96234,2,6448,0
96922,3,6448,1
96018,1,6449,0
96018,2,6449,0
96018,3,6449,0
96440,1,6450,0
96440,2,6450,0
96440,3,6450,0
96385,1,6451,0
96890,2,6451,1
96806,3,6451,1
96078,1,6452,0
96078,2,6452,0
96078,3,6452,0
96133,1,6453,0
96133,2,6453,0
96133,3,6453,0
96385,1,6454,0
96385,2,6454,0
96385,3,6454,0
96308,1,6455,0
96308,2,6455,0
96308,3,6455,0
96332,1,6456,0
96332,2,6456,0
96806,3,6456,1
96385,1,6457,0
96890,2,6457,1
96890,3,6457,0
95784,1,6458,0
95784,2,6458,0
95784,3,6458,0
96078,1,6459,0
96910,2,6459,1
96910,3,6459,0
96022,1,6460,0
96722,2,6460,1
96722,3,6460,0
96345,1,6461,0
96345,2,6461,0
96733,3,6461,1
96078,1,6462,0
96910,2,6462,1
96910,3,6462,0
96385,1,6463,0
96385,2,6463,0
96385,3,6463,0
96385,1,6464,0
96890,2,6464,1
96890,3,6464,0
95599,1,6465,0
95599,2,6465,0
95599,3,6465,0
95599,1,6466,0
96078,2,6466,1
96910,3,6466,1
96385,1,6467,0
96385,2,6467,0
96890,3,6467,1
96078,1,6468,0
96078,2,6468,0
96078,3,6468,0
96078,1,6469,0
96078,2,6469,0
96078,3,6469,0
96385,1,6470,0
96385,2,6470,0
96385,3,6470,0
96385,1,6471,0
96385,2,6471,0
96385,3,6471,0
96018,1,6472,0
96018,2,6472,0
96018,3,6472,0
95570,1,6473,0
96121,2,6473,1
96121,3,6473,0
96327,1,6474,0
96188,2,6474,1
96776,3,6474,1
96385,1,6475,0
96385,2,6475,0
96385,3,6475,0
96308,1,6476,0
96308,2,6476,0
96308,3,6476,0
96308,1,6477,0
96308,2,6477,0
96308,3,6477,0
96332,1,6478,0
96332,2,6478,0
96332,3,6478,0
95599,1,6479,0
96910,2,6479,1
96910,3,6479,0
96420,1,6480,0
96420,2,6480,0
96916,3,6480,1
96234,1,6481,0
96234,2,6481,0
96922,3,6481,1
96385,1,6482,0
96385,2,6482,0
96385,3,6482,0
96022,1,6483,0
96022,2,6483,0
96722,3,6483,1
93631,1,6484,0
96332,2,6484,1
96332,3,6484,0
95456,1,6485,0
95456,2,6485,0
95456,3,6485,0
96332,1,6486,0
96859,2,6486,1
96859,3,6486,0
95599,1,6487,0
96078,2,6487,1
96078,3,6487,0
96308,1,6488,0
97002,2,6488,1
97002,3,6488,0
96078,1,6489,0
96910,2,6489,1
96910,3,6489,0
95733,1,6490,0
95733,2,6490,0
95733,3,6490,0
96092,1,6491,0
96092,2,6491,0
96092,3,6491,0
94705,1,6492,0
96890,2,6492,1
96890,3,6492,0
96385,1,6493,0
96385,2,6493,0
96385,3,6493,0
96400,1,6494,0
96400,2,6494,0
96400,3,6494,0
95420,1,6495,0
95420,2,6495,0
95420,3,6495,0
96121,1,6496,0
96121,2,6496,0
96121,3,6496,0
95599,1,6497,0
96910,2,6497,1
96910,3,6497,0
95599,1,6498,0
95599,2,6498,0
95599,3,6498,0
95744,1,6499,0
96890,2,6499,1
96890,3,6499,0
96385,1,6500,0
96385,2,6500,0
96865,3,6500,1
96121,1,6501,0
96121,2,6501,0
96741,3,6501,1
96332,1,6502,0
96332,2,6502,0
96859,3,6502,1
95456,1,6503,0
96332,2,6503,1
96332,3,6503,0
96078,1,6504,0
96078,2,6504,0
96910,3,6504,1
96078,1,6505,0
96078,2,6505,0
96078,3,6505,0
95645,1,6506,0
95645,2,6506,0
95645,3,6506,0
96327,1,6507,0
97120,2,6507,1
97120,3,6507,0
96413,1,6508,0
96413,2,6508,0
96413,3,6508,0
96078,1,6509,0
96078,2,6509,0
96910,3,6509,1
95599,1,6510,0
95599,2,6510,0
95599,3,6510,0
96092,1,6511,0
96807,2,6511,1
96807,3,6511,0
96332,1,6512,0
96332,2,6512,0
96332,3,6512,0
96440,1,6513,0
96440,2,6513,0
96770,3,6513,1
95611,1,6514,0
95611,2,6514,0
95611,3,6514,0
96078,1,6515,0
96078,2,6515,0
96078,3,6515,0
94716,1,6516,0
96890,2,6516,1
96890,3,6516,0
96121,1,6517,0
96121,2,6517,0
96121,3,6517,0
95744,1,6518,0
96385,2,6518,1
96890,3,6518,1
96420,1,6519,0
96420,2,6519,0
96916,3,6519,1
96092,1,6520,0
96092,2,6520,0
96807,3,6520,1
96327,1,6521,0
96327,2,6521,0
96327,3,6521,0
96234,1,6522,0
96234,2,6522,0
96234,3,6522,0
96308,1,6523,0
97002,2,6523,1
97002,3,6523,0
95733,1,6524,0
95733,2,6524,0
95733,3,6524,0
96078,1,6525,0
96078,2,6525,0
96910,3,6525,1
95599,1,6526,0
96910,2,6526,1
96910,3,6526,0
96413,1,6527,0
96413,2,6527,0
96413,3,6527,0
96133,1,6528,0
96133,2,6528,0
96133,3,6528,0
96078,1,6529,0
96078,2,6529,0
96078,3,6529,0
96133,1,6530,0
96874,2,6530,1
96874,3,6530,0
96022,1,6531,0
96022,2,6531,0
96022,3,6531,0
95744,1,6532,0
95744,2,6532,0
95744,3,6532,0
96385,1,6533,0
96385,2,6533,0
96890,3,6533,1
96332,1,6534,0
96332,2,6534,0
96332,3,6534,0
96385,1,6535,0
96890,2,6535,1
96890,3,6535,0
96385,1,6536,0
96890,2,6536,1
96890,3,6536,0
94468,1,6537,0
94468,2,6537,0
94468,3,6537,0
96078,1,6538,0
96078,2,6538,0
96910,3,6538,1
96078,1,6539,0
96078,2,6539,0
96078,3,6539,0
96121,1,6540,0
96741,2,6540,1
96741,3,6540,0
96133,1,6541,0
96133,2,6541,0
96133,3,6541,0
96332,1,6542,0
96859,2,6542,1
96859,3,6542,0
96133,1,6543,0
96133,2,6543,0
96133,3,6543,0
94366,1,6544,0
96121,2,6544,1
96741,3,6544,1
96411,1,6545,0
96411,2,6545,0
96411,3,6545,0
96054,1,6546,0
96054,2,6546,0
96844,3,6546,1
94465,1,6547,0
94465,2,6547,0
94465,3,6547,0
95500,1,6548,0
96776,2,6548,1
96776,3,6548,0
96385,1,6549,0
96385,2,6549,0
96890,3,6549,1
96262,1,6550,0
96262,2,6550,0
96865,3,6550,1
96420,1,6551,0
96420,2,6551,0
96916,3,6551,1
96385,1,6552,0
96890,2,6552,1
96890,3,6552,0
96385,1,6553,0
96890,2,6553,1
96890,3,6553,0
96018,1,6554,0
96018,2,6554,0
97034,3,6554,1
96078,1,6555,0
96078,2,6555,0
96910,3,6555,1
95982,1,6556,0
95982,2,6556,0
97017,3,6556,1
96133,1,6557,0
96133,2,6557,0
96133,3,6557,0
96133,1,6558,0
96874,2,6558,1
96874,3,6558,0
96420,1,6559,0
96916,2,6559,1
96916,3,6559,0
96234,1,6560,0
96234,2,6560,0
96234,3,6560,0
95420,1,6561,0
95420,2,6561,0
95420,3,6561,0
96345,1,6562,0
96733,2,6562,1
96733,3,6562,0
96133,1,6563,0
96133,2,6563,0
96874,3,6563,1
96078,1,6564,0
96078,2,6564,0
96078,3,6564,0
95456,1,6565,0
95456,2,6565,0
95456,3,6565,0
96385,1,6566,0
96890,2,6566,1
96890,3,6566,0
96385,1,6567,0
96890,2,6567,1
96890,3,6567,0
96308,1,6568,0
96308,2,6568,0
96308,3,6568,0
96133,1,6569,0
96133,2,6569,0
96133,3,6569,0
96133,1,6570,0
96133,2,6570,0
96133,3,6570,0
96385,1,6571,0
96890,2,6571,1
96890,3,6571,0
96385,1,6572,0
96385,2,6572,0
96890,3,6572,1
96133,1,6573,0
96874,2,6573,1
96874,3,6573,0
96385,1,6574,0
96890,2,6574,1
96890,3,6574,0
96262,1,6575,0
96262,2,6575,0
96262,3,6575,0
96078,1,6576,0
96910,2,6576,1
96910,3,6576,0
96308,1,6577,0
96308,2,6577,0
96806,3,6577,1
96385,1,6578,0
96890,2,6578,1
96890,3,6578,0
94569,1,6579,0
94569,2,6579,0
94569,3,6579,0
95420,1,6580,0
96413,2,6580,1
96413,3,6580,0
95729,1,6581,0
95729,2,6581,0
95729,3,6581,0
95599,1,6582,0
96385,2,6582,1
96385,3,6582,0
96133,1,6583,0
96133,2,6583,0
96133,3,6583,0
96133,1,6584,0
96133,2,6584,0
96874,3,6584,1
96332,1,6585,0
96332,2,6585,0
96332,3,6585,0
96133,1,6586,0
96133,2,6586,0
96874,3,6586,1
96121,1,6587,0
96121,2,6587,0
96121,3,6587,0
95733,1,6588,0
95733,2,6588,0
95733,3,6588,0
96133,1,6589,0
96133,2,6589,0
96874,3,6589,1
96413,1,6590,0
96413,2,6590,0
96413,3,6590,0
96413,1,6591,0
96895,2,6591,1
96895,3,6591,0
96121,1,6592,0
96121,2,6592,0
96121,3,6592,0
96419,1,6593,0
96419,2,6593,0
97052,3,6593,1
96400,1,6594,0
96890,2,6594,1
96890,3,6594,0
96078,1,6595,0
96078,2,6595,0
96910,3,6595,1
96411,1,6596,0
96411,2,6596,0
96715,3,6596,1
96133,1,6597,0
96874,2,6597,1
96874,3,6597,0
96385,1,6598,0
96890,2,6598,1
96890,3,6598,0
95599,1,6599,0
96078,2,6599,1
96078,3,6599,0
96385,1,6600,0
96385,2,6600,0
96385,3,6600,0
96054,1,6601,0
96844,2,6601,1
96844,3,6601,0
96133,1,6602,0
96133,2,6602,0
96874,3,6602,1
95456,1,6603,0
95456,2,6603,0
95456,3,6603,0
96133,1,6604,0
96874,2,6604,1
96874,3,6604,0
96078,1,6605,0
96078,2,6605,0
96078,3,6605,0
95744,1,6606,0
95744,2,6606,0
95744,3,6606,0
96133,1,6607,0
96133,2,6607,0
96776,3,6607,1
95982,1,6608,0
95982,2,6608,0
97017,3,6608,1
96133,1,6609,0
96874,2,6609,1
96874,3,6609,0
96022,1,6610,0
96022,2,6610,0
96722,3,6610,1
96078,1,6611,0
96078,2,6611,0
96078,3,6611,0
96078,1,6612,0
96078,2,6612,0
96910,3,6612,1
93608,1,6613,0
96865,2,6613,1
96865,3,6613,0
96188,1,6614,0
96776,2,6614,1
96776,3,6614,0
96054,1,6615,0
96844,2,6615,1
96844,3,6615,0
96262,1,6616,0
96262,2,6616,0
96262,3,6616,0
95784,1,6617,0
95784,2,6617,0
95784,3,6617,0
96133,1,6618,0
96133,2,6618,0
96874,3,6618,1
96400,1,6619,0
96400,2,6619,0
96400,3,6619,0
95420,1,6620,0
95420,2,6620,0
96895,3,6620,1
96022,1,6621,0
96022,2,6621,0
96022,3,6621,0
95712,1,6622,0
96874,2,6622,1
96874,3,6622,0
96385,1,6623,0
96385,2,6623,0
96890,3,6623,1
95733,1,6624,0
95733,2,6624,0
95733,3,6624,0
95599,1,6625,0
96910,2,6625,1
96910,3,6625,0
96018,1,6626,0
96018,2,6626,0
97034,3,6626,1
96308,1,6627,0
97002,2,6627,1
97002,3,6627,0
94705,1,6628,0
96054,2,6628,1
96844,3,6628,1
96133,1,6629,0
96133,2,6629,0
96874,3,6629,1
96410,1,6630,0
96776,2,6630,1
96776,3,6630,0
96133,1,6631,0
96874,2,6631,1
96874,3,6631,0
96078,1,6632,0
96910,2,6632,1
96910,3,6632,0
95456,1,6633,0
96332,2,6633,1
96332,3,6633,0
96420,1,6634,0
96420,2,6634,0
96916,3,6634,1
96022,1,6635,0
96022,2,6635,0
96022,3,6635,0
96078,1,6636,0
96910,2,6636,1
96910,3,6636,0
94458,1,6637,0
94458,2,6637,0
96910,3,6637,1
95599,1,6638,0
96078,2,6638,1
96078,3,6638,0
95408,1,6639,0
95408,2,6639,0
96807,3,6639,1
95599,1,6640,0
95599,2,6640,0
96806,3,6640,1
94410,1,6641,0
96874,2,6641,1
96874,3,6641,0
95784,1,6642,0
95784,2,6642,0
96776,3,6642,1
96332,1,6643,0
96332,2,6643,0
96859,3,6643,1
95420,1,6644,0
95420,2,6644,0
95420,3,6644,0
96133,1,6645,0
96874,2,6645,1
96874,3,6645,0
96385,1,6646,0
96385,2,6646,0
96385,3,6646,0
96188,1,6647,0
96188,2,6647,0
96776,3,6647,1
96157,1,6648,0
96157,2,6648,0
96916,3,6648,1
94041,1,6649,0
94041,2,6649,0
94041,3,6649,0
95712,1,6650,0
95712,2,6650,0
95712,3,6650,0
95982,1,6651,0
95982,2,6651,0
95982,3,6651,0
96385,1,6652,0
96385,2,6652,0
96385,3,6652,0
96092,1,6653,0
96092,2,6653,0
96807,3,6653,1
96133,1,6654,0
96133,2,6654,0
96874,3,6654,1
96385,1,6655,0
96385,2,6655,0
96890,3,6655,1
95599,1,6656,0
95599,2,6656,0
95599,3,6656,0
96308,1,6657,0
97002,2,6657,1
97002,3,6657,0
95712,1,6658,0
95712,2,6658,0
96874,3,6658,1
93720,1,6659,0
93720,2,6659,0
93720,3,6659,0
96078,1,6660,0
96078,2,6660,0
96078,3,6660,0
95599,1,6661,0
95599,2,6661,0
95599,3,6661,0
95712,1,6662,0
95712,2,6662,0
96874,3,6662,1
96121,1,6663,0
96741,2,6663,1
96741,3,6663,0
96133,1,6664,0
96133,2,6664,0
96874,3,6664,1
96332,1,6665,0
96859,2,6665,1
96859,3,6665,0
95599,1,6666,0
95599,2,6666,0
95599,3,6666,0
96385,1,6667,0
96890,2,6667,1
96890,3,6667,0
96078,1,6668,0
96078,2,6668,0
96910,3,6668,1
96413,1,6669,0
96895,2,6669,1
96895,3,6669,0
96092,1,6670,0
96807,2,6670,1
96807,3,6670,0
96022,1,6671,0
96022,2,6671,0
96022,3,6671,0
95599,1,6672,0
95599,2,6672,0
95599,3,6672,0
94716,1,6673,0
96766,2,6673,1
96766,3,6673,0
96018,1,6674,0
96018,2,6674,0
96018,3,6674,0
96022,1,6675,0
96722,2,6675,1
96722,3,6675,0
96385,1,6676,0
96385,2,6676,0
96385,3,6676,0
96385,1,6677,0
96385,2,6677,0
96385,3,6677,0
95599,1,6678,0
95599,2,6678,0
95599,3,6678,0
96078,1,6679,0
96910,2,6679,1
96910,3,6679,0
96385,1,6680,0
96385,2,6680,0
96385,3,6680,0
96078,1,6681,0
96078,2,6681,0
96078,3,6681,0
95751,1,6682,0
95751,2,6682,0
95751,3,6682,0
96262,1,6683,0
96262,2,6683,0
96262,3,6683,0
95599,1,6684,0
95599,2,6684,0
95599,3,6684,0
96308,1,6685,0
96308,2,6685,0
96308,3,6685,0
96133,1,6686,0
96133,2,6686,0
96133,3,6686,0
96018,1,6687,0
96018,2,6687,0
96018,3,6687,0
96385,1,6688,0
96890,2,6688,1
96890,3,6688,0
96234,1,6689,0
96922,2,6689,1
96922,3,6689,0
95744,1,6690,0
96262,2,6690,1
96262,3,6690,0
96385,1,6691,0
96385,2,6691,0
96890,3,6691,1
95982,1,6692,0
97017,2,6692,1
97017,3,6692,0
96262,1,6693,0
96262,2,6693,0
96262,3,6693,0
95712,1,6694,0
95712,2,6694,0
95712,3,6694,0
94410,1,6695,0
94410,2,6695,0
94410,3,6695,0
94716,1,6696,0
96890,2,6696,1
96890,3,6696,0
96308,1,6697,0
96308,2,6697,0
96308,3,6697,0
96133,1,6698,0
96133,2,6698,0
96874,3,6698,1
96133,1,6699,0
96133,2,6699,0
96133,3,6699,0
96018,1,6700,0
96018,2,6700,0
96018,3,6700,0
96413,1,6701,0
96413,2,6701,0
96895,3,6701,1
94458,1,6702,0
94458,2,6702,0
94458,3,6702,0
96121,1,6703,0
96121,2,6703,0
96741,3,6703,1
95744,1,6704,0
95744,2,6704,0
95744,3,6704,0
96420,1,6705,0
96916,2,6705,1
96916,3,6705,0
96385,1,6706,0
96385,2,6706,0
96890,3,6706,1
96385,1,6707,0
96385,2,6707,0
96890,3,6707,1
96078,1,6708,0
96078,2,6708,0
96078,3,6708,0
96018,1,6709,0
97034,2,6709,1
97034,3,6709,0
96410,1,6710,0
96410,2,6710,0
97240,3,6710,1
96133,1,6711,0
96133,2,6711,0
96874,3,6711,1
96078,1,6712,0
96078,2,6712,0
96910,3,6712,1
95683,1,6713,0
95683,2,6713,0
96844,3,6713,1
96410,1,6714,0
96410,2,6714,0
97240,3,6714,1
96054,1,6715,0
